plate_barcode,well_description,image_description,object_description,pattern_description,AreaShape_compactness,AreaShape_euler_number
110000106828,A01,1,22,Cells,1.13575270402558,1
110000106828,A01,1,315,Cells,1.06515734512711,1
110000106828,A01,1,278,Cells,1.43286154353501,1
110000106828,A01,1,230,Cells,1.15413715530376,1
110000106828,A01,1,135,Cells,1.36349584941215,1
110000106828,A01,1,320,Cells,1.26651468060246,1
110000106828,A01,1,341,Cells,1.06410055521867,1
110000106828,A01,1,184,Cells,1.21247199498696,1
110000106828,A01,1,366,Cells,1.84731540636885,1
110000106828,A01,1,515,Cells,1.07306113159521,1
110000106828,A01,1,336,Cells,1.67855887747679,1
110000106828,A01,1,59,Cells,1.00425677745212,1
110000106828,A01,1,529,Cells,1.65737497996138,1
110000106828,A01,1,352,Cells,1.06824882705763,1
110000106828,A01,1,513,Cells,1.22657175355291,1
110000106828,A01,1,68,Cells,1.09546882629017,1
110000106828,A01,1,321,Cells,1.36166550862208,1
110000106828,A01,1,11,Cells,1.50023745181265,1
110000106828,A01,1,459,Cells,1.15228192538662,1
110000106828,A01,1,354,Cells,1.44674395959234,1
110000106828,A01,1,204,Cells,1.35719065314211,1
110000106828,A01,1,415,Cells,1.36068821284953,1
110000106828,A01,1,73,Cells,1.15413913138625,1
110000106828,A01,1,5,Cells,2.0262194076214,1
110000106828,A01,1,180,Cells,2.01060763109819,1
110000106828,A01,1,91,Cells,1.37594059037195,1
110000106828,A01,1,220,Cells,1.14521183371885,1
110000106828,A01,1,197,Cells,1.11291725238557,1
110000106828,A01,1,377,Cells,1.22864043888828,1
110000106828,A01,1,63,Cells,1.51473849736826,1
110000106828,A01,1,7,Cells,1.0136568108253,1
110000106828,A01,1,436,Cells,1.10878202463437,1
110000106828,A01,1,75,Cells,1.08378113891355,1
110000106828,A01,1,110,Cells,1.61117931481137,1
110000106828,A01,1,120,Cells,1.37385464133045,1
110000106828,A01,1,347,Cells,1.1325189400074,1
110000106828,A01,1,154,Cells,1.42792811919162,1
110000106828,A01,1,471,Cells,1.36639524222412,1
110000106828,A01,1,287,Cells,1.45271677695662,1
110000106828,A01,1,146,Cells,1.25589660167589,1
110000106828,A01,1,71,Cells,1.93376267694447,1
110000106828,A01,1,281,Cells,1.20752023584532,1
110000106828,A01,1,261,Cells,1.0507585719392,1
110000106828,A01,1,394,Cells,1.6145462510458,1
110000106828,A01,1,186,Cells,1.31837886550195,1
110000106828,A01,1,285,Cells,1.53723784796212,1
110000106828,A01,1,269,Cells,1.59447763152004,1
110000106828,A01,1,508,Cells,1.16681298797121,1
110000106828,A01,1,144,Cells,1.23750458681282,1
110000106828,A01,1,334,Cells,1.10145810338762,1
110000106828,A01,1,203,Cells,1.11041821111717,1
110000106828,A01,1,391,Cells,1.21886878625231,1
110000106828,A01,1,365,Cells,1.56718519391385,1
110000106828,A01,1,423,Cells,1.52919095579908,1
110000106828,A01,1,189,Cells,1.11418810958306,1
110000106828,A01,1,259,Cells,1.65463197010371,1
110000106828,A01,1,437,Cells,1.2054226373135,1
110000106828,A01,1,412,Cells,1.38433386440038,1
110000106828,A01,1,360,Cells,1.51258245577582,1
110000106828,A01,1,174,Cells,1.36426801140739,1
110000106828,A01,1,542,Cells,1.11485206318364,1
110000106828,A01,1,97,Cells,1.01640135986416,1
110000106828,A01,1,224,Cells,2.00679411835996,1
110000106828,A01,1,473,Cells,1.07866950700336,1
110000106828,A01,1,225,Cells,1.28428077676904,1
110000106828,A01,1,39,Cells,1.18487568662283,1
110000106828,A01,1,407,Cells,1.04623705442534,1
110000106828,A01,1,196,Cells,1.13841471139124,1
110000106828,A01,1,233,Cells,1.57788674404905,1
110000106828,A01,1,504,Cells,1.37732015394572,1
110000106828,A01,1,79,Cells,1.07802224132281,1
110000106828,A01,1,283,Cells,1.24385738228564,1
110000106828,A01,1,302,Cells,1.10110706391178,1
110000106828,A01,1,326,Cells,1.28064879084038,1
110000106828,A01,1,87,Cells,1.06401864190073,1
110000106828,A01,1,532,Cells,1.14231263153639,1
110000106828,A01,1,92,Cells,2.03492759357485,1
110000106828,A01,1,348,Cells,1.41883409308445,1
110000106828,A01,1,161,Cells,1.29759318480866,1
110000106828,A01,1,155,Cells,1.37170622103196,1
110000106828,A01,1,138,Cells,1.05868579421493,1
110000106828,A01,1,419,Cells,2.21332893757242,1
110000106828,A01,1,400,Cells,2.03931263828676,1
110000106828,A01,1,492,Cells,1.2908790911343,1
110000106828,A01,1,380,Cells,1.09515631180994,1
110000106828,A01,1,427,Cells,1.03696797415453,1
110000106828,A01,1,308,Cells,1.10440997643815,1
110000106828,A01,1,406,Cells,1.3586424048723,1
110000106828,A01,1,272,Cells,1.67201027718057,1
110000106828,A01,1,451,Cells,1.40448192572989,1
110000106828,A01,1,74,Cells,1.05150519317062,1
110000106828,A01,1,254,Cells,1.75043337574683,1
110000106828,A01,1,69,Cells,1.38911225568056,1
110000106828,A01,1,325,Cells,1.68650450155035,1
110000106828,A01,1,505,Cells,1.22400248565744,1
110000106828,A01,1,191,Cells,1.12369991030134,1
110000106828,A01,1,182,Cells,1.2575464059987,1
110000106828,A01,1,212,Cells,1.03104554106039,1
110000106828,A01,1,443,Cells,1.20715191283691,1
110000106828,A01,1,433,Cells,2.43650282235801,1
110000106828,A01,1,235,Cells,1.09314366770588,1
110000106828,A01,1,160,Cells,1.34744032386267,1
110000106828,A01,1,300,Cells,1.08141537269784,1
110000106828,A01,1,464,Cells,1.32127388394904,1
110000106828,A01,1,210,Cells,1.23948998420036,1
110000106828,A01,1,369,Cells,1.43952130904514,1
110000106828,A01,1,286,Cells,1.19997129861081,1
110000106828,A01,1,483,Cells,1.98297913724221,1
110000106828,A01,1,255,Cells,1.18423392996869,1
110000106828,A01,1,294,Cells,1.02553157923151,1
110000106828,A01,1,157,Cells,2.31116691739334,1
110000106828,A01,1,103,Cells,1.36958830605396,1
110000106828,A01,1,248,Cells,1.0313546467999,1
110000106828,A01,1,362,Cells,1.04164581757244,1
110000106828,A01,1,62,Cells,1.09520370872588,1
110000106828,A01,1,227,Cells,1.07368921166657,1
110000106828,A01,1,527,Cells,1.02310442907683,1
110000106828,A01,1,209,Cells,1.05185500250137,1
110000106828,A01,1,247,Cells,1.1197219990432,1
110000106828,A01,1,454,Cells,1.32296656038805,1
110000106828,A01,1,455,Cells,1.89116375750967,1
110000106828,A01,1,151,Cells,1.51103293646816,1
110000106828,A01,1,434,Cells,1.6987749928802,1
110000106828,A01,1,171,Cells,1.34613017736175,1
110000106828,A01,1,30,Cells,1.70669833079271,1
110000106828,A01,1,207,Cells,1.06929825156206,1
110000106828,A01,1,33,Cells,1.59969738519469,1
110000106828,A01,1,382,Cells,1.11884946122241,1
110000106828,A01,1,411,Cells,1.2927469133304,1
110000106828,A01,1,89,Cells,1.5140077050404,1
110000106828,A01,1,408,Cells,1.16001874575018,1
110000106828,A01,1,384,Cells,1.67466146199923,1
110000106828,A01,1,17,Cells,1.07230291929648,1
110000106828,A01,1,496,Cells,1.38893691777163,1
110000106828,A01,1,99,Cells,1.4362175421986,1
110000106828,A01,1,297,Cells,1.74276127088639,1
110000106828,A01,1,530,Cells,1.7536513654082,1
110000106828,A01,1,187,Cells,1.53679592812523,1
110000106828,A01,1,19,Cells,1.53476564115493,1
110000106828,A01,1,42,Cells,1.16675914190903,1
110000106828,A01,1,256,Cells,1.82468154929633,1
110000106828,A01,1,370,Cells,1.77778898264466,1
110000106828,A01,1,35,Cells,1.19649717278206,1
110000106828,A01,1,265,Cells,1.99099748805011,1
110000106828,A01,1,95,Cells,2.05948773775408,1
110000106828,A01,1,153,Cells,1.15730998900949,1
110000106828,A01,1,270,Cells,1.79814550918586,1
110000106828,A01,1,533,Cells,1.08639940200818,1
110000106828,A01,1,119,Cells,1.26140269656781,1
110000106828,A01,1,343,Cells,1.42566366093402,1
110000106828,A01,1,211,Cells,1.14056218350978,1
110000106828,A01,1,129,Cells,1.28596606166117,1
110000106828,A01,1,490,Cells,1.50924826024926,1
110000106828,A01,1,121,Cells,1.11446917645998,1
110000106828,A01,1,409,Cells,1.54107489268473,1
110000106828,A01,1,264,Cells,1.36019693417236,1
110000106828,A01,1,64,Cells,1.14728686261989,1
110000106828,A01,1,240,Cells,1.47423522418076,1
110000106828,A01,1,4,Cells,1.70142834516592,1
110000106828,A01,1,274,Cells,1.0823183361226,1
110000106828,A01,1,422,Cells,1.18842595160881,1
110000106828,A01,1,446,Cells,1.07442894925473,1
110000106828,A01,1,401,Cells,1.48365825546604,1
110000106828,A01,1,288,Cells,1.0688793138459,1
110000106828,A01,1,72,Cells,1.32845269584631,1
110000106828,A01,1,27,Cells,1.26711574107583,1
110000106828,A01,1,327,Cells,1.16895158214245,1
110000106828,A01,1,449,Cells,1.27651497123737,1
110000106828,A01,1,467,Cells,1.84353787189302,1
110000106828,A01,1,417,Cells,1.17831541025884,1
110000106828,A01,1,498,Cells,1.18480372045449,1
110000106828,A01,1,178,Cells,1.51260180158767,1
110000106828,A01,1,84,Cells,1.04687810290742,1
110000106828,A01,1,51,Cells,2.03875479609008,1
110000106828,A01,1,163,Cells,1.39649397845614,1
110000106828,A01,1,499,Cells,1.04013002603258,1
110000106828,A01,1,241,Cells,1.21817658228697,1
110000106828,A01,1,330,Cells,1.0080354858501,1
110000106828,A01,1,448,Cells,1.07328617428596,1
110000106828,A01,1,358,Cells,1.36522119311386,1
110000106828,A01,1,534,Cells,1.49804419522151,1
110000106828,A01,1,405,Cells,1.19374629165747,1
110000106828,A01,1,54,Cells,1.16115568411056,1
110000106828,A01,1,46,Cells,1.14678292369767,1
110000106828,A01,1,231,Cells,1.20246410872609,1
110000106828,A01,1,416,Cells,1.29351975308164,1
110000106828,A01,1,524,Cells,1.64461239037124,1
110000106828,A01,1,166,Cells,1.2965795492042,1
110000106828,A01,1,172,Cells,1.32523910126834,1
110000106828,A01,1,32,Cells,1.63978248840283,1
110000106828,A01,1,124,Cells,1.06986370087751,1
110000106828,A01,1,98,Cells,1.8987728928538,1
110000106828,A01,1,429,Cells,1.96121535990938,1
110000106828,A01,1,332,Cells,1.24590061824249,1
110000106828,A01,1,517,Cells,1.11978911259946,1
110000106828,A01,1,136,Cells,1.10117201283216,1
110000106828,A01,1,418,Cells,1.13662486478436,1
110000106828,A01,1,518,Cells,1.44832880820911,1
110000106828,A01,1,38,Cells,1.35672757976091,1
110000106828,A01,1,376,Cells,1.35091485856294,1
110000106828,A01,1,116,Cells,1.19450894401827,1
110000106828,A01,1,156,Cells,1.42971222987912,1
110000106828,A01,1,475,Cells,1.15332459096634,1
110000106828,A01,1,21,Cells,1.19528299516806,1
110000106828,A01,1,18,Cells,1.10557591085639,1
110000106828,A01,1,441,Cells,1.21762902187419,1
110000106828,A01,1,208,Cells,1.10756463841891,1
110000106828,A01,1,188,Cells,1.44887420832545,1
110000106828,A01,1,512,Cells,1.42536651285051,1
110000106828,A01,1,94,Cells,1.08158752344228,1
110000106828,A01,1,511,Cells,1.18272790371147,1
110000106828,A01,1,531,Cells,1.07492668677886,1
110000106828,A01,1,396,Cells,1.1206382449183,1
110000106828,A01,1,214,Cells,1.70725645159452,1
110000106828,A01,1,102,Cells,1.01724403860764,1
110000106828,A01,1,316,Cells,1.11844617240976,1
110000106828,A01,1,8,Cells,1.22077429084066,1
110000106828,A01,1,34,Cells,1.09438278232396,1
110000106828,A01,1,447,Cells,1.13896439047103,1
110000106828,A01,1,280,Cells,1.70665673658953,1
110000106828,A01,1,338,Cells,1.80761594161826,1
110000106828,A01,1,149,Cells,1.70489722821791,1
110000106828,A01,1,53,Cells,1.10459833107927,1
110000106828,A01,1,159,Cells,1.27353495201081,1
110000106828,A01,1,76,Cells,1.62701271265637,1
110000106828,A01,1,368,Cells,1.22147205255456,1
110000106828,A01,1,90,Cells,1.56192674410339,1
110000106828,A01,1,506,Cells,1.17753684387554,1
110000106828,A01,1,115,Cells,1.25489032745717,1
110000106828,A01,1,192,Cells,1.30295670140767,1
110000106828,A01,1,148,Cells,1.01755125272611,1
110000106828,A01,1,142,Cells,1.02586078661926,1
110000106828,A01,1,478,Cells,1.59008591637939,1
110000106828,A01,1,40,Cells,1.07685017821766,1
110000106828,A01,1,173,Cells,1.30669678366399,1
110000106828,A01,1,117,Cells,1.70757397650763,1
110000106828,A01,1,428,Cells,1.1052289759627,1
110000106828,A01,1,493,Cells,1.35404508558975,1
110000106828,A01,1,438,Cells,1.74988872227534,1
110000106828,A01,1,359,Cells,1.51137548936266,1
110000106828,A01,1,20,Cells,1.27186064175208,1
110000106828,A01,1,36,Cells,1.32509229556135,1
110000106828,A01,1,462,Cells,1.37640850783698,1
110000106828,A01,1,314,Cells,1.02797309171115,1
110000106828,A01,1,114,Cells,1.04501522921417,1
110000106828,A01,1,497,Cells,1.26389748755906,1
110000106828,A01,1,488,Cells,1.05601526452028,1
110000106828,A01,1,351,Cells,1.26875667297856,1
110000106828,A01,1,507,Cells,1.72092230586377,1
110000106828,A01,1,450,Cells,1.21909008926273,1
110000106828,A01,1,367,Cells,1.13604274242502,1
110000106828,A01,1,132,Cells,1.78678255340524,1
110000106828,A01,1,101,Cells,1.2851807675097,1
110000106828,A01,1,175,Cells,1.23481936578381,1
110000106828,A01,1,253,Cells,1.30115442054826,1
110000106828,A01,1,131,Cells,1.65199755889315,1
110000106828,A01,1,228,Cells,1.3609458559007,1
110000106828,A01,1,112,Cells,1.01942487858259,1
110000106828,A01,1,489,Cells,1.35502107498619,1
110000106828,A01,1,104,Cells,1.08959513935074,1
110000106828,A01,1,303,Cells,1.36076515546575,1
110000106828,A01,1,24,Cells,1.08711486919962,1
110000106828,A01,1,262,Cells,1.16129982503782,1
110000106828,A01,1,494,Cells,1.21998823139785,1
110000106828,A01,1,390,Cells,1.28194321063428,1
110000106828,A01,1,107,Cells,1.32568747200063,1
110000106828,A01,1,279,Cells,1.43923436686877,1
110000106828,A01,1,485,Cells,1.39847734393041,1
110000106828,A01,1,250,Cells,1.26062766469239,1
110000106828,A01,1,195,Cells,1.1361448527974,1
110000106828,A01,1,309,Cells,1.03172499407473,1
110000106828,A01,1,457,Cells,1.34030238613807,1
110000106828,A01,1,540,Cells,1.55425229503921,1
110000106828,A01,1,205,Cells,2.86082826083162,1
110000106828,A01,1,399,Cells,1.24162476594654,1
110000106828,A01,1,113,Cells,1.77486722480718,1
110000106828,A01,1,442,Cells,1.29178769538779,1
110000106828,A01,1,105,Cells,1.2740576085426,1
110000106828,A01,1,199,Cells,1.33536897511337,1
110000106828,A01,1,537,Cells,1.13429681173222,1
110000106828,A01,1,150,Cells,1.9636437465441,1
110000106828,A01,1,183,Cells,1.18839377096557,1
110000106828,A01,1,452,Cells,1.57159037236138,1
110000106828,A01,1,85,Cells,1.06763182796852,1
110000106828,A01,1,137,Cells,1.0829235470287,1
110000106828,A01,1,392,Cells,1.4528287576949,1
110000106828,A01,1,201,Cells,1.25387640344627,1
110000106828,A01,1,509,Cells,1.59448398821639,1
110000106828,A01,1,414,Cells,2.31502897241843,1
110000106828,A01,1,93,Cells,1.18001498412342,1
110000106828,A01,1,267,Cells,1.08688220475544,1
110000106828,A01,1,393,Cells,1.05725599374896,1
110000106828,A01,1,48,Cells,1.88658108104241,1
110000106828,A01,1,361,Cells,1.05925706730018,1
110000106828,A01,1,538,Cells,1.12645832227324,1
110000106828,A01,1,344,Cells,1.4478449873666,1
110000106828,A01,1,176,Cells,1.19461142611629,1
110000106828,A01,1,49,Cells,1.36797037993506,1
110000106828,A01,1,232,Cells,1.38962547552306,1
110000106828,A01,1,25,Cells,1.26440563296413,1
110000106828,A01,1,317,Cells,1.15187303128885,1
110000106828,A01,1,468,Cells,1.0750869294015,1
110000106828,A01,1,439,Cells,1.02456063809349,1
110000106828,A01,1,169,Cells,1.13855717368553,1
110000106828,A01,1,170,Cells,1.33632617184038,1
110000106828,A01,1,141,Cells,1.48057407734109,1
110000106828,A01,1,111,Cells,2.32819880924121,1
110000106828,A01,1,432,Cells,1.41484383989704,1
110000106828,A01,1,216,Cells,1.32579026978492,1
110000106828,A01,1,244,Cells,2.14980813564802,1
110000106828,A01,1,375,Cells,1.37767084564602,1
110000106828,A01,1,65,Cells,1.1261767572871,1
110000106828,A01,1,263,Cells,1.76984033230814,1
110000106828,A01,1,12,Cells,1.35858033313247,1
110000106828,A01,1,251,Cells,1.10424051665901,1
110000106828,A01,1,395,Cells,1.17053059239526,1
110000106828,A01,1,404,Cells,1.21369247791349,1
110000106828,A01,1,526,Cells,1.14717652664671,1
110000106828,A01,1,333,Cells,1.05381409591298,1
110000106828,A01,1,295,Cells,1.32635203444101,1
110000106828,A01,1,289,Cells,1.29876179553238,1
110000106828,A01,1,57,Cells,1.97037856546721,1
110000106828,A01,1,379,Cells,1.15938328058426,1
110000106828,A01,1,147,Cells,1.14190755925752,1
110000106828,A01,1,82,Cells,1.65793154274689,1
110000106828,A01,1,350,Cells,1.48656550024486,1
110000106828,A01,1,80,Cells,1.09510876637157,1
110000106828,A01,1,322,Cells,1.12726918466604,1
110000106828,A01,1,425,Cells,1.58941982226984,1
110000106828,A01,1,145,Cells,1.23225468467204,1
110000106828,A01,1,313,Cells,2.08028203850161,1
110000106828,A01,1,179,Cells,1.19659419618375,1
110000106828,A01,1,239,Cells,1.13397703260953,1
110000106828,A01,1,501,Cells,1.30847860328164,1
110000106828,A01,1,528,Cells,1.14055161452781,1
110000106828,A01,1,106,Cells,1.26864604708062,1
110000106828,A01,1,298,Cells,1.17593330646434,1
110000106828,A01,1,388,Cells,1.21032269836731,1
110000106828,A01,1,167,Cells,1.24907553537785,1
110000106828,A01,1,292,Cells,1.42585982584615,1
110000106828,A01,1,521,Cells,1.10437455695745,1
110000106828,A01,1,223,Cells,1.27034096375087,1
110000106828,A01,1,386,Cells,1.04483819870288,1
110000106828,A01,1,271,Cells,1.27483542697805,1
110000106828,A01,1,61,Cells,1.64467935280394,1
110000106828,A01,1,16,Cells,1.53184302464418,1
110000106828,A01,1,495,Cells,2.36215574962381,1
110000106828,A01,1,217,Cells,1.2650026660841,1
110000106828,A01,1,397,Cells,1.31314474626851,1
110000106828,A01,1,140,Cells,1.33282269976019,1
110000106828,A01,1,2,Cells,1.15995296755709,1
110000106828,A01,1,127,Cells,1.45982130142514,1
110000106828,A01,1,500,Cells,1.43481906283352,1
110000106828,A01,1,23,Cells,1.56145722103817,1
110000106828,A01,1,460,Cells,1.51927003945624,1
110000106828,A01,1,226,Cells,1.23467461030275,1
110000106828,A01,1,371,Cells,1.48187839710437,1
110000106828,A01,1,222,Cells,1.17234743326604,1
110000106828,A01,1,260,Cells,1.05938545786204,1
110000106828,A01,1,1,Cells,1.05878011757976,1
110000106828,A01,1,291,Cells,1.12960791689585,1
110000106828,A01,1,158,Cells,1.17062616043667,1
110000106828,A01,1,339,Cells,1.09687907998834,1
110000106828,A01,1,31,Cells,1.62806634485504,1
110000106828,A01,1,290,Cells,1.23790110193093,1
110000106828,A01,1,373,Cells,1.09771652444703,1
110000106828,A01,1,349,Cells,1.02906885456815,1
110000106828,A01,1,541,Cells,1.05997484786854,1
110000106828,A01,1,453,Cells,1.82054918587589,1
110000106828,A01,1,510,Cells,1.22719254297545,1
110000106828,A01,1,15,Cells,1.74131444915219,1
110000106828,A01,1,164,Cells,1.39657799515122,1
110000106828,A01,1,130,Cells,1.12649410915303,1
110000106828,A01,1,342,Cells,1.5723298257431,1
110000106828,A01,1,55,Cells,1.64165407813667,1
110000106828,A01,1,472,Cells,1.13718158294688,1
110000106828,A01,1,335,Cells,1.08376179409042,1
110000106828,A01,1,424,Cells,1.37367801603155,1
110000106828,A01,1,41,Cells,1.13068556862564,1
110000106828,A01,1,78,Cells,2.61544040079287,1
110000106828,A01,1,238,Cells,1.23478458951876,1
110000106828,A01,1,198,Cells,1.12412318819263,1
110000106828,A01,1,435,Cells,1.36682811298294,1
110000106828,A01,1,219,Cells,1.15354866647113,1
110000106828,A01,1,463,Cells,1.20211919516481,1
110000106828,A01,1,403,Cells,1.70634709984922,1
110000106828,A01,1,275,Cells,1.37201792222235,1
110000106828,A01,1,193,Cells,1.0803446478411,1
110000106828,A01,1,385,Cells,1.02123306490554,1
110000106828,A01,1,133,Cells,1.67304723981556,1
110000106828,A01,1,477,Cells,1.51048485673385,1
110000106828,A01,1,410,Cells,1.16813223021052,1
110000106828,A01,1,177,Cells,1.2864892317244,1
110000106828,A01,1,56,Cells,1.73650225745107,1
110000106828,A01,1,525,Cells,1.06858465523776,1
110000106828,A01,1,245,Cells,1.06928881229963,1
110000106828,A01,1,234,Cells,1.18502826728344,1
110000106828,A01,1,246,Cells,1.084818627112,1
110000106828,A01,1,458,Cells,1.41479523887008,1
110000106828,A01,1,258,Cells,2.33479460058712,1
110000106828,A01,1,356,Cells,1.19328092908945,1
110000106828,A01,1,306,Cells,1.38800145953481,1
110000106828,A01,1,519,Cells,1.03692008371521,1
110000106828,A01,1,319,Cells,1.18967305559185,1
110000106828,A01,1,328,Cells,1.15160713632367,1
110000106828,A01,1,165,Cells,1.34444784575951,1
110000106828,A01,1,276,Cells,1.63450381217125,1
110000106828,A01,1,484,Cells,1.21078772605429,1
110000106828,A01,1,307,Cells,1.00387566649191,1
110000106828,A01,1,218,Cells,1.09290870417776,1
110000106828,A01,1,421,Cells,1.07826082498185,1
110000106828,A01,1,284,Cells,1.2066882399191,1
110000106828,A01,1,536,Cells,1.28870139113621,1
110000106828,A01,1,29,Cells,1.11172636365179,1
110000106828,A01,1,134,Cells,1.14129407651806,1
110000106828,A01,1,181,Cells,3.65662481864836,1
110000106828,A01,1,491,Cells,1.10832666789643,1
110000106828,A01,1,26,Cells,1.42153096656966,1
110000106828,A01,1,469,Cells,1.35476780733303,1
110000106828,A01,1,257,Cells,1.28525007601186,1
110000106828,A01,1,539,Cells,1.09649244808958,1
110000106828,A01,1,357,Cells,1.04356707707096,1
110000106828,A01,1,465,Cells,1.78668705154012,1
110000106828,A01,1,389,Cells,1.32079048816164,1
110000106828,A01,1,318,Cells,1.16215207593357,1
110000106828,A01,1,206,Cells,1.22818607230961,1
110000106828,A01,1,83,Cells,1.04171136933547,1
110000106828,A01,1,14,Cells,1.44522087024758,1
110000106828,A01,1,430,Cells,1.98692024148735,1
110000106828,A01,1,331,Cells,1.42581147904435,1
110000106828,A01,1,118,Cells,1.24940595634103,1
110000106828,A01,1,346,Cells,1.06000688555541,1
110000106828,A01,1,108,Cells,2.31626843540095,1
110000106828,A01,1,243,Cells,1.44650227486438,1
110000106828,A01,1,502,Cells,1.45038974586842,1
110000106828,A01,1,128,Cells,1.47799724986284,1
110000106828,A01,1,6,Cells,1.15911712112343,1
110000106828,A01,1,266,Cells,1.12073563259403,1
110000106828,A01,1,273,Cells,1.12769108660892,1
110000106828,A01,1,202,Cells,1.29209320375657,1
110000106828,A01,1,168,Cells,1.17984567773852,1
110000106828,A01,1,58,Cells,1.23209068613401,1
110000106828,A01,1,340,Cells,1.48753457420173,1
110000106828,A01,1,353,Cells,1.17100891196633,1
110000106828,A01,1,535,Cells,1.3725247038291,1
110000106828,A01,1,387,Cells,1.28353903473688,1
110000106828,A01,1,185,Cells,1.25851768116058,1
110000106828,A01,1,213,Cells,1.67238501893073,1
110000106828,A01,1,420,Cells,1.155934748009,1
110000106828,A01,1,109,Cells,1.17722830292959,1
110000106828,A01,1,67,Cells,1.68231655704622,1
110000106828,A01,1,249,Cells,1.34178902151254,1
110000106828,A01,1,364,Cells,1.18980068190919,1
110000106828,A01,1,60,Cells,1.1227629930163,1
110000106828,A01,1,81,Cells,1.54140813963929,1
110000106828,A01,1,152,Cells,1.20305125513503,1
110000106828,A01,1,323,Cells,1.13983102820882,1
110000106828,A01,1,479,Cells,1.29368757036315,1
110000106828,A01,1,398,Cells,1.07002185693308,1
110000106828,A01,1,444,Cells,1.52998896184229,1
110000106828,A01,1,277,Cells,1.15562211530986,1
110000106828,A01,1,237,Cells,1.11914390324032,1
110000106828,A01,1,522,Cells,1.21999047872678,1
110000106828,A01,1,355,Cells,1.32089745246239,1
110000106828,A01,1,296,Cells,1.16213315574611,1
110000106828,A01,1,13,Cells,1.33302318126421,1
110000106828,A01,1,514,Cells,1.26111239948546,1
110000106828,A01,1,229,Cells,2.30860115543958,1
110000106828,A01,1,43,Cells,2.51246222170971,1
110000106828,A01,1,402,Cells,1.7726762445122,1
110000106828,A01,1,10,Cells,1.14014354241376,1
110000106828,A01,1,503,Cells,1.06735149089507,1
110000106828,A01,1,200,Cells,1.04581486661262,1
110000106828,A01,1,461,Cells,1.33582367788943,1
110000106828,A01,1,293,Cells,1.50566290828339,1
110000106828,A01,1,37,Cells,1.15307806434884,1
